clean_path,noisy_path,noise_path,snr_db
data\timit_mixed\SI1138_clean.wav,data\timit_mixed\SI1138_snr10.wav,data\noise\buccaneer2.wav,10.0
data\timit_mixed\SI1840_clean.wav,data\timit_mixed\SI1840_snr10.wav,data\noise\f16.wav,10.0
data\timit_mixed\SI598_clean.wav,data\timit_mixed\SI598_snr-5.wav,data\noise\buccaneer1.wav,-5.0
data\timit_mixed\SI1786_clean.wav,data\timit_mixed\SI1786_snr5.wav,data\noise\buccaneer1.wav,5.0
data\timit_mixed\SI1271_clean.wav,data\timit_mixed\SI1271_snr0.wav,data\noise\hfchannel.wav,0.0
data\timit_mixed\SI1856_clean.wav,data\timit_mixed\SI1856_snr-5.wav,data\noise\white.wav,-5.0
data\timit_mixed\SI1442_clean.wav,data\timit_mixed\SI1442_snr-5.wav,data\noise\hfchannel.wav,-5.0
data\timit_mixed\SI884_clean.wav,data\timit_mixed\SI884_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SI888_clean.wav,data\timit_mixed\SI888_snr0.wav,data\noise\volvo.wav,0.0
data\timit_mixed\SX265_clean.wav,data\timit_mixed\SX265_snr0.wav,data\noise\volvo.wav,0.0
data\timit_mixed\SI899_clean.wav,data\timit_mixed\SI899_snr-5.wav,data\noise\factory1.wav,-5.0
data\timit_mixed\SI1800_clean.wav,data\timit_mixed\SI1800_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SI691_clean.wav,data\timit_mixed\SI691_snr10.wav,data\noise\factory2.wav,10.0
data\timit_mixed\SI1598_clean.wav,data\timit_mixed\SI1598_snr5.wav,data\noise\buccaneer2.wav,5.0
data\timit_mixed\SI525_clean.wav,data\timit_mixed\SI525_snr5.wav,data\noise\pink.wav,5.0
data\timit_mixed\SI1380_clean.wav,data\timit_mixed\SI1380_snr10.wav,data\noise\f16.wav,10.0
data\timit_mixed\SI2126_clean.wav,data\timit_mixed\SI2126_snr10.wav,data\noise\f16.wav,10.0
data\timit_mixed\SI1047_clean.wav,data\timit_mixed\SI1047_snr10.wav,data\noise\volvo.wav,10.0
data\timit_mixed\SI1755_clean.wav,data\timit_mixed\SI1755_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SI1838_clean.wav,data\timit_mixed\SI1838_snr-5.wav,data\noise\destroyerengine.wav,-5.0
data\timit_mixed\SI555_clean.wav,data\timit_mixed\SI555_snr0.wav,data\noise\buccaneer2.wav,0.0
data\timit_mixed\SI784_clean.wav,data\timit_mixed\SI784_snr0.wav,data\noise\pink.wav,0.0
data\timit_mixed\SI747_clean.wav,data\timit_mixed\SI747_snr-5.wav,data\noise\demo_noise.wav,-5.0
data\timit_mixed\SI2302_clean.wav,data\timit_mixed\SI2302_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SI1997_clean.wav,data\timit_mixed\SI1997_snr-5.wav,data\noise\machinegun.wav,-5.0
data\timit_mixed\SI1417_clean.wav,data\timit_mixed\SI1417_snr5.wav,data\noise\buccaneer2.wav,5.0
data\timit_mixed\SI1980_clean.wav,data\timit_mixed\SI1980_snr0.wav,data\noise\demo_noise.wav,0.0
data\timit_mixed\SI1052_clean.wav,data\timit_mixed\SI1052_snr10.wav,data\noise\demo_noise.wav,10.0
data\timit_mixed\SI614_clean.wav,data\timit_mixed\SI614_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SI524_clean.wav,data\timit_mixed\SI524_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SI523_clean.wav,data\timit_mixed\SI523_snr10.wav,data\noise\m109.wav,10.0
data\timit_mixed\SI2017_clean.wav,data\timit_mixed\SI2017_snr5.wav,data\noise\hfchannel.wav,5.0
data\timit_mixed\SI2077_clean.wav,data\timit_mixed\SI2077_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SI1554_clean.wav,data\timit_mixed\SI1554_snr-5.wav,data\noise\demo_noise.wav,-5.0
data\timit_mixed\SI698_clean.wav,data\timit_mixed\SI698_snr10.wav,data\noise\white.wav,10.0
data\timit_mixed\SI715_clean.wav,data\timit_mixed\SI715_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SI895_clean.wav,data\timit_mixed\SI895_snr-5.wav,data\noise\demo_noise.wav,-5.0
data\timit_mixed\SI2302_clean.wav,data\timit_mixed\SI2302_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SI1411_clean.wav,data\timit_mixed\SI1411_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SI2227_clean.wav,data\timit_mixed\SI2227_snr10.wav,data\noise\buccaneer1.wav,10.0
data\timit_mixed\SI1966_clean.wav,data\timit_mixed\SI1966_snr10.wav,data\noise\f16.wav,10.0
data\timit_mixed\SI1251_clean.wav,data\timit_mixed\SI1251_snr10.wav,data\noise\hfchannel.wav,10.0
data\timit_mixed\SI1079_clean.wav,data\timit_mixed\SI1079_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SI892_clean.wav,data\timit_mixed\SI892_snr5.wav,data\noise\buccaneer1.wav,5.0
data\timit_mixed\SI1119_clean.wav,data\timit_mixed\SI1119_snr0.wav,data\noise\destroyerops.wav,0.0
data\timit_mixed\SX305_clean.wav,data\timit_mixed\SX305_snr-5.wav,data\noise\hfchannel.wav,-5.0
data\timit_mixed\SI1592_clean.wav,data\timit_mixed\SI1592_snr-5.wav,data\noise\machinegun.wav,-5.0
data\timit_mixed\SX427_clean.wav,data\timit_mixed\SX427_snr-5.wav,data\noise\pink.wav,-5.0
data\timit_mixed\SI788_clean.wav,data\timit_mixed\SI788_snr10.wav,data\noise\buccaneer1.wav,10.0
data\timit_mixed\SI468_clean.wav,data\timit_mixed\SI468_snr10.wav,data\noise\destroyerengine.wav,10.0
data\timit_mixed\SX135_clean.wav,data\timit_mixed\SX135_snr10.wav,data\noise\buccaneer1.wav,10.0
data\timit_mixed\SI632_clean.wav,data\timit_mixed\SI632_snr0.wav,data\noise\buccaneer2.wav,0.0
data\timit_mixed\SI2276_clean.wav,data\timit_mixed\SI2276_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SI1501_clean.wav,data\timit_mixed\SI1501_snr-5.wav,data\noise\machinegun.wav,-5.0
data\timit_mixed\SX316_clean.wav,data\timit_mixed\SX316_snr5.wav,data\noise\buccaneer2.wav,5.0
data\timit_mixed\SI1482_clean.wav,data\timit_mixed\SI1482_snr10.wav,data\noise\buccaneer1.wav,10.0
data\timit_mixed\SI1421_clean.wav,data\timit_mixed\SI1421_snr10.wav,data\noise\f16.wav,10.0
data\timit_mixed\SI1859_clean.wav,data\timit_mixed\SI1859_snr0.wav,data\noise\buccaneer2.wav,0.0
data\timit_mixed\SI1339_clean.wav,data\timit_mixed\SI1339_snr10.wav,data\noise\m109.wav,10.0
data\timit_mixed\SI2302_clean.wav,data\timit_mixed\SI2302_snr0.wav,data\noise\destroyerops.wav,0.0
data\timit_mixed\SI1245_clean.wav,data\timit_mixed\SI1245_snr-5.wav,data\noise\demo_noise.wav,-5.0
data\timit_mixed\SI1737_clean.wav,data\timit_mixed\SI1737_snr0.wav,data\noise\hfchannel.wav,0.0
data\timit_mixed\SX15_clean.wav,data\timit_mixed\SX15_snr-5.wav,data\noise\m109.wav,-5.0
data\timit_mixed\SI1357_clean.wav,data\timit_mixed\SI1357_snr-5.wav,data\noise\m109.wav,-5.0
data\timit_mixed\SX398_clean.wav,data\timit_mixed\SX398_snr10.wav,data\noise\destroyerengine.wav,10.0
data\timit_mixed\SX198_clean.wav,data\timit_mixed\SX198_snr10.wav,data\noise\f16.wav,10.0
data\timit_mixed\SX349_clean.wav,data\timit_mixed\SX349_snr0.wav,data\noise\babble.wav,0.0
data\timit_mixed\SI1695_clean.wav,data\timit_mixed\SI1695_snr10.wav,data\noise\m109.wav,10.0
data\timit_mixed\SI2146_clean.wav,data\timit_mixed\SI2146_snr5.wav,data\noise\hfchannel.wav,5.0
data\timit_mixed\SI2311_clean.wav,data\timit_mixed\SI2311_snr10.wav,data\noise\pink.wav,10.0
data\timit_mixed\SI2136_clean.wav,data\timit_mixed\SI2136_snr-5.wav,data\noise\white.wav,-5.0
data\timit_mixed\SI1719_clean.wav,data\timit_mixed\SI1719_snr0.wav,data\noise\white.wav,0.0
data\timit_mixed\SI1789_clean.wav,data\timit_mixed\SI1789_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SI2214_clean.wav,data\timit_mixed\SI2214_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SI1862_clean.wav,data\timit_mixed\SI1862_snr0.wav,data\noise\destroyerops.wav,0.0
data\timit_mixed\SI1053_clean.wav,data\timit_mixed\SI1053_snr0.wav,data\noise\destroyerengine.wav,0.0
data\timit_mixed\SI1867_clean.wav,data\timit_mixed\SI1867_snr10.wav,data\noise\leopard.wav,10.0
data\timit_mixed\SX176_clean.wav,data\timit_mixed\SX176_snr-5.wav,data\noise\factory2.wav,-5.0
data\timit_mixed\SI1049_clean.wav,data\timit_mixed\SI1049_snr5.wav,data\noise\babble.wav,5.0
data\timit_mixed\SI1434_clean.wav,data\timit_mixed\SI1434_snr-5.wav,data\noise\buccaneer1.wav,-5.0
data\timit_mixed\SI1236_clean.wav,data\timit_mixed\SI1236_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SI1769_clean.wav,data\timit_mixed\SI1769_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SX245_clean.wav,data\timit_mixed\SX245_snr10.wav,data\noise\hfchannel.wav,10.0
data\timit_mixed\SI1773_clean.wav,data\timit_mixed\SI1773_snr10.wav,data\noise\destroyerengine.wav,10.0
data\timit_mixed\SI1368_clean.wav,data\timit_mixed\SI1368_snr5.wav,data\noise\babble.wav,5.0
data\timit_mixed\SI1929_clean.wav,data\timit_mixed\SI1929_snr0.wav,data\noise\hfchannel.wav,0.0
data\timit_mixed\SI1638_clean.wav,data\timit_mixed\SI1638_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SI976_clean.wav,data\timit_mixed\SI976_snr0.wav,data\noise\leopard.wav,0.0
data\timit_mixed\SI990_clean.wav,data\timit_mixed\SI990_snr5.wav,data\noise\factory2.wav,5.0
data\timit_mixed\SI889_clean.wav,data\timit_mixed\SI889_snr10.wav,data\noise\white.wav,10.0
data\timit_mixed\SX272_clean.wav,data\timit_mixed\SX272_snr5.wav,data\noise\f16.wav,5.0
data\timit_mixed\SX93_clean.wav,data\timit_mixed\SX93_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SI1298_clean.wav,data\timit_mixed\SI1298_snr10.wav,data\noise\leopard.wav,10.0
data\timit_mixed\SX246_clean.wav,data\timit_mixed\SX246_snr0.wav,data\noise\leopard.wav,0.0
data\timit_mixed\SI2333_clean.wav,data\timit_mixed\SI2333_snr10.wav,data\noise\buccaneer2.wav,10.0
data\timit_mixed\SX18_clean.wav,data\timit_mixed\SX18_snr-5.wav,data\noise\machinegun.wav,-5.0
data\timit_mixed\SX384_clean.wav,data\timit_mixed\SX384_snr5.wav,data\noise\leopard.wav,5.0
data\timit_mixed\SI1241_clean.wav,data\timit_mixed\SI1241_snr10.wav,data\noise\white.wav,10.0
data\timit_mixed\SI472_clean.wav,data\timit_mixed\SI472_snr10.wav,data\noise\f16.wav,10.0
data\timit_mixed\SI2152_clean.wav,data\timit_mixed\SI2152_snr-5.wav,data\noise\volvo.wav,-5.0
data\timit_mixed\SI1605_clean.wav,data\timit_mixed\SI1605_snr10.wav,data\noise\hfchannel.wav,10.0
data\timit_mixed\SI1467_clean.wav,data\timit_mixed\SI1467_snr-5.wav,data\noise\f16.wav,-5.0
data\timit_mixed\SI1907_clean.wav,data\timit_mixed\SI1907_snr0.wav,data\noise\leopard.wav,0.0
data\timit_mixed\SI1798_clean.wav,data\timit_mixed\SI1798_snr-5.wav,data\noise\machinegun.wav,-5.0
data\timit_mixed\SI957_clean.wav,data\timit_mixed\SI957_snr10.wav,data\noise\factory2.wav,10.0
data\timit_mixed\SI592_clean.wav,data\timit_mixed\SI592_snr5.wav,data\noise\pink.wav,5.0
data\timit_mixed\SI676_clean.wav,data\timit_mixed\SI676_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SI2329_clean.wav,data\timit_mixed\SI2329_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SI1738_clean.wav,data\timit_mixed\SI1738_snr5.wav,data\noise\leopard.wav,5.0
data\timit_mixed\SI2146_clean.wav,data\timit_mixed\SI2146_snr-5.wav,data\noise\hfchannel.wav,-5.0
data\timit_mixed\SI852_clean.wav,data\timit_mixed\SI852_snr0.wav,data\noise\buccaneer2.wav,0.0
data\timit_mixed\SX246_clean.wav,data\timit_mixed\SX246_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SX419_clean.wav,data\timit_mixed\SX419_snr0.wav,data\noise\destroyerengine.wav,0.0
data\timit_mixed\SI1041_clean.wav,data\timit_mixed\SI1041_snr5.wav,data\noise\hfchannel.wav,5.0
data\timit_mixed\SI504_clean.wav,data\timit_mixed\SI504_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SI1617_clean.wav,data\timit_mixed\SI1617_snr-5.wav,data\noise\destroyerengine.wav,-5.0
data\timit_mixed\SI1532_clean.wav,data\timit_mixed\SI1532_snr5.wav,data\noise\hfchannel.wav,5.0
data\timit_mixed\SI516_clean.wav,data\timit_mixed\SI516_snr0.wav,data\noise\f16.wav,0.0
data\timit_mixed\SX85_clean.wav,data\timit_mixed\SX85_snr0.wav,data\noise\machinegun.wav,0.0
data\timit_mixed\SI2239_clean.wav,data\timit_mixed\SI2239_snr0.wav,data\noise\pink.wav,0.0
data\timit_mixed\SI737_clean.wav,data\timit_mixed\SI737_snr0.wav,data\noise\pink.wav,0.0
data\timit_mixed\SI2214_clean.wav,data\timit_mixed\SI2214_snr0.wav,data\noise\destroyerops.wav,0.0
data\timit_mixed\SI1314_clean.wav,data\timit_mixed\SI1314_snr10.wav,data\noise\demo_noise.wav,10.0
data\timit_mixed\SI647_clean.wav,data\timit_mixed\SI647_snr5.wav,data\noise\factory2.wav,5.0
data\timit_mixed\SI1611_clean.wav,data\timit_mixed\SI1611_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SI1890_clean.wav,data\timit_mixed\SI1890_snr-5.wav,data\noise\buccaneer1.wav,-5.0
data\timit_mixed\SI792_clean.wav,data\timit_mixed\SI792_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SI1061_clean.wav,data\timit_mixed\SI1061_snr-5.wav,data\noise\machinegun.wav,-5.0
data\timit_mixed\SI588_clean.wav,data\timit_mixed\SI588_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SI2331_clean.wav,data\timit_mixed\SI2331_snr5.wav,data\noise\babble.wav,5.0
data\timit_mixed\SX401_clean.wav,data\timit_mixed\SX401_snr5.wav,data\noise\factory2.wav,5.0
data\timit_mixed\SX69_clean.wav,data\timit_mixed\SX69_snr-5.wav,data\noise\m109.wav,-5.0
data\timit_mixed\SI1071_clean.wav,data\timit_mixed\SI1071_snr-5.wav,data\noise\f16.wav,-5.0
data\timit_mixed\SI1500_clean.wav,data\timit_mixed\SI1500_snr-5.wav,data\noise\m109.wav,-5.0
data\timit_mixed\SI1461_clean.wav,data\timit_mixed\SI1461_snr10.wav,data\noise\buccaneer1.wav,10.0
data\timit_mixed\SI1430_clean.wav,data\timit_mixed\SI1430_snr10.wav,data\noise\pink.wav,10.0
data\timit_mixed\SI1477_clean.wav,data\timit_mixed\SI1477_snr0.wav,data\noise\machinegun.wav,0.0
data\timit_mixed\SI1930_clean.wav,data\timit_mixed\SI1930_snr0.wav,data\noise\leopard.wav,0.0
data\timit_mixed\SI1777_clean.wav,data\timit_mixed\SI1777_snr5.wav,data\noise\factory2.wav,5.0
data\timit_mixed\SI1328_clean.wav,data\timit_mixed\SI1328_snr10.wav,data\noise\buccaneer1.wav,10.0
data\timit_mixed\SX27_clean.wav,data\timit_mixed\SX27_snr10.wav,data\noise\demo_noise.wav,10.0
data\timit_mixed\SI585_clean.wav,data\timit_mixed\SI585_snr0.wav,data\noise\factory2.wav,0.0
data\timit_mixed\SI1830_clean.wav,data\timit_mixed\SI1830_snr0.wav,data\noise\white.wav,0.0
data\timit_mixed\SX331_clean.wav,data\timit_mixed\SX331_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SI1908_clean.wav,data\timit_mixed\SI1908_snr0.wav,data\noise\m109.wav,0.0
data\timit_mixed\SX392_clean.wav,data\timit_mixed\SX392_snr5.wav,data\noise\babble.wav,5.0
data\timit_mixed\SI689_clean.wav,data\timit_mixed\SI689_snr0.wav,data\noise\factory1.wav,0.0
data\timit_mixed\SI489_clean.wav,data\timit_mixed\SI489_snr10.wav,data\noise\buccaneer2.wav,10.0
data\timit_mixed\SI1603_clean.wav,data\timit_mixed\SI1603_snr-5.wav,data\noise\factory1.wav,-5.0
data\timit_mixed\SI2267_clean.wav,data\timit_mixed\SI2267_snr5.wav,data\noise\white.wav,5.0
data\timit_mixed\SI555_clean.wav,data\timit_mixed\SI555_snr10.wav,data\noise\buccaneer2.wav,10.0
data\timit_mixed\SI1305_clean.wav,data\timit_mixed\SI1305_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SX69_clean.wav,data\timit_mixed\SX69_snr0.wav,data\noise\m109.wav,0.0
data\timit_mixed\SI2193_clean.wav,data\timit_mixed\SI2193_snr0.wav,data\noise\factory2.wav,0.0
data\timit_mixed\SI2325_clean.wav,data\timit_mixed\SI2325_snr5.wav,data\noise\leopard.wav,5.0
data\timit_mixed\SI675_clean.wav,data\timit_mixed\SI675_snr-5.wav,data\noise\pink.wav,-5.0
data\timit_mixed\SI502_clean.wav,data\timit_mixed\SI502_snr5.wav,data\noise\hfchannel.wav,5.0
data\timit_mixed\SI1025_clean.wav,data\timit_mixed\SI1025_snr0.wav,data\noise\buccaneer1.wav,0.0
data\timit_mixed\SI1344_clean.wav,data\timit_mixed\SI1344_snr-5.wav,data\noise\babble.wav,-5.0
data\timit_mixed\SI1567_clean.wav,data\timit_mixed\SI1567_snr0.wav,data\noise\machinegun.wav,0.0
data\timit_mixed\SX376_clean.wav,data\timit_mixed\SX376_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SI1326_clean.wav,data\timit_mixed\SI1326_snr5.wav,data\noise\white.wav,5.0
data\timit_mixed\SI762_clean.wav,data\timit_mixed\SI762_snr5.wav,data\noise\white.wav,5.0
data\timit_mixed\SI701_clean.wav,data\timit_mixed\SI701_snr0.wav,data\noise\buccaneer2.wav,0.0
data\timit_mixed\SI2091_clean.wav,data\timit_mixed\SI2091_snr5.wav,data\noise\buccaneer1.wav,5.0
data\timit_mixed\SI1238_clean.wav,data\timit_mixed\SI1238_snr10.wav,data\noise\machinegun.wav,10.0
data\timit_mixed\SI507_clean.wav,data\timit_mixed\SI507_snr5.wav,data\noise\pink.wav,5.0
data\timit_mixed\SI537_clean.wav,data\timit_mixed\SI537_snr5.wav,data\noise\factory2.wav,5.0
data\timit_mixed\SI2125_clean.wav,data\timit_mixed\SI2125_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SI556_clean.wav,data\timit_mixed\SI556_snr0.wav,data\noise\demo_noise.wav,0.0
data\timit_mixed\SI2215_clean.wav,data\timit_mixed\SI2215_snr5.wav,data\noise\f16.wav,5.0
data\timit_mixed\SX285_clean.wav,data\timit_mixed\SX285_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SX332_clean.wav,data\timit_mixed\SX332_snr-5.wav,data\noise\white.wav,-5.0
data\timit_mixed\SI616_clean.wav,data\timit_mixed\SI616_snr5.wav,data\noise\buccaneer2.wav,5.0
data\timit_mixed\SX435_clean.wav,data\timit_mixed\SX435_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SI1023_clean.wav,data\timit_mixed\SI1023_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SX207_clean.wav,data\timit_mixed\SX207_snr10.wav,data\noise\m109.wav,10.0
data\timit_mixed\SI618_clean.wav,data\timit_mixed\SI618_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SX66_clean.wav,data\timit_mixed\SX66_snr5.wav,data\noise\factory2.wav,5.0
data\timit_mixed\SI1785_clean.wav,data\timit_mixed\SI1785_snr0.wav,data\noise\babble.wav,0.0
data\timit_mixed\SX77_clean.wav,data\timit_mixed\SX77_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SI721_clean.wav,data\timit_mixed\SI721_snr-5.wav,data\noise\f16.wav,-5.0
data\timit_mixed\SI1925_clean.wav,data\timit_mixed\SI1925_snr10.wav,data\noise\f16.wav,10.0
data\timit_mixed\SI661_clean.wav,data\timit_mixed\SI661_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SX117_clean.wav,data\timit_mixed\SX117_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SI968_clean.wav,data\timit_mixed\SI968_snr5.wav,data\noise\buccaneer2.wav,5.0
data\timit_mixed\SX59_clean.wav,data\timit_mixed\SX59_snr0.wav,data\noise\babble.wav,0.0
data\timit_mixed\SI1074_clean.wav,data\timit_mixed\SI1074_snr-5.wav,data\noise\hfchannel.wav,-5.0
data\timit_mixed\SI2314_clean.wav,data\timit_mixed\SI2314_snr0.wav,data\noise\white.wav,0.0
data\timit_mixed\SI658_clean.wav,data\timit_mixed\SI658_snr0.wav,data\noise\buccaneer1.wav,0.0
data\timit_mixed\SI2214_clean.wav,data\timit_mixed\SI2214_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SI1008_clean.wav,data\timit_mixed\SI1008_snr0.wav,data\noise\f16.wav,0.0
data\timit_mixed\SI2110_clean.wav,data\timit_mixed\SI2110_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SI1210_clean.wav,data\timit_mixed\SI1210_snr0.wav,data\noise\factory2.wav,0.0
data\timit_mixed\SX376_clean.wav,data\timit_mixed\SX376_snr10.wav,data\noise\destroyerengine.wav,10.0
data\timit_mixed\SI1367_clean.wav,data\timit_mixed\SI1367_snr10.wav,data\noise\white.wav,10.0
data\timit_mixed\SX39_clean.wav,data\timit_mixed\SX39_snr5.wav,data\noise\pink.wav,5.0
data\timit_mixed\SI993_clean.wav,data\timit_mixed\SI993_snr0.wav,data\noise\leopard.wav,0.0
data\timit_mixed\SI1312_clean.wav,data\timit_mixed\SI1312_snr0.wav,data\noise\buccaneer1.wav,0.0
data\timit_mixed\SI2088_clean.wav,data\timit_mixed\SI2088_snr0.wav,data\noise\babble.wav,0.0
data\timit_mixed\SI1742_clean.wav,data\timit_mixed\SI1742_snr-5.wav,data\noise\pink.wav,-5.0
data\timit_mixed\SI2216_clean.wav,data\timit_mixed\SI2216_snr-5.wav,data\noise\factory1.wav,-5.0
data\timit_mixed\SI1424_clean.wav,data\timit_mixed\SI1424_snr0.wav,data\noise\factory2.wav,0.0
data\timit_mixed\SI670_clean.wav,data\timit_mixed\SI670_snr0.wav,data\noise\leopard.wav,0.0
data\timit_mixed\SI2319_clean.wav,data\timit_mixed\SI2319_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SI1347_clean.wav,data\timit_mixed\SI1347_snr0.wav,data\noise\demo_noise.wav,0.0
data\timit_mixed\SI2252_clean.wav,data\timit_mixed\SI2252_snr10.wav,data\noise\hfchannel.wav,10.0
data\timit_mixed\SI1976_clean.wav,data\timit_mixed\SI1976_snr0.wav,data\noise\white.wav,0.0
data\timit_mixed\SI466_clean.wav,data\timit_mixed\SI466_snr0.wav,data\noise\buccaneer2.wav,0.0
data\timit_mixed\SI1922_clean.wav,data\timit_mixed\SI1922_snr10.wav,data\noise\destroyerengine.wav,10.0
data\timit_mixed\SI834_clean.wav,data\timit_mixed\SI834_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SI1150_clean.wav,data\timit_mixed\SI1150_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SX376_clean.wav,data\timit_mixed\SX376_snr-5.wav,data\noise\destroyerengine.wav,-5.0
data\timit_mixed\SI507_clean.wav,data\timit_mixed\SI507_snr10.wav,data\noise\pink.wav,10.0
data\timit_mixed\SI1046_clean.wav,data\timit_mixed\SI1046_snr-5.wav,data\noise\pink.wav,-5.0
data\timit_mixed\SI512_clean.wav,data\timit_mixed\SI512_snr-5.wav,data\noise\buccaneer2.wav,-5.0
data\timit_mixed\SX135_clean.wav,data\timit_mixed\SX135_snr5.wav,data\noise\buccaneer1.wav,5.0
data\timit_mixed\SI1570_clean.wav,data\timit_mixed\SI1570_snr5.wav,data\noise\white.wav,5.0
data\timit_mixed\SI1660_clean.wav,data\timit_mixed\SI1660_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SI1908_clean.wav,data\timit_mixed\SI1908_snr10.wav,data\noise\m109.wav,10.0
data\timit_mixed\SX259_clean.wav,data\timit_mixed\SX259_snr10.wav,data\noise\factory1.wav,10.0
data\timit_mixed\SI2336_clean.wav,data\timit_mixed\SI2336_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SX107_clean.wav,data\timit_mixed\SX107_snr10.wav,data\noise\white.wav,10.0
data\timit_mixed\SI1338_clean.wav,data\timit_mixed\SI1338_snr5.wav,data\noise\leopard.wav,5.0
data\timit_mixed\SI1747_clean.wav,data\timit_mixed\SI1747_snr5.wav,data\noise\babble.wav,5.0
data\timit_mixed\SX386_clean.wav,data\timit_mixed\SX386_snr5.wav,data\noise\m109.wav,5.0
data\timit_mixed\SI924_clean.wav,data\timit_mixed\SI924_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SI1782_clean.wav,data\timit_mixed\SI1782_snr-5.wav,data\noise\pink.wav,-5.0
data\timit_mixed\SI1599_clean.wav,data\timit_mixed\SI1599_snr-5.wav,data\noise\demo_noise.wav,-5.0
data\timit_mixed\SI1065_clean.wav,data\timit_mixed\SI1065_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SI1508_clean.wav,data\timit_mixed\SI1508_snr10.wav,data\noise\buccaneer2.wav,10.0
